occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WK4499	Pontastacus leptodactylus	45.97471	8.89015	low	1976	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			Country_CH	0	Mihaela C. Ion
WK4500	Pontastacus leptodactylus	47.32821	8.53006	low	1976	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Maag Heinz Country_CH	0	Mihaela C. Ion
WK4501	Pontastacus leptodactylus	47.37317	8.53098	low	1978	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vicentini Heinrich Country_CH	0	Mihaela C. Ion
WK4502	Pontastacus leptodactylus	47.28259	8.59522	low	1980	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Maag Heinz Country_CH	0	Mihaela C. Ion
WK4503	Pontastacus leptodactylus	46.01883	8.95589	low	1985	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			Country_CH	0	Mihaela C. Ion
WK4504	Pontastacus leptodactylus	46.0638	8.95714	low	1985	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Gruppo di lavoro gamberi Ticino Country_CH	0	Mihaela C. Ion
WK4505	Pontastacus leptodactylus	46.52173	6.75446	low	1985	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_AQUARIUS Country_CH	0	Mihaela C. Ion
WK4506	Pontastacus leptodactylus	46.65531	6.55679	low	1985	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_AQUARIUS Country_CH	0	Mihaela C. Ion
WK4507	Pontastacus leptodactylus	46.20113	6.11068	low	1986	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_AQUARIUS Country_CH	0	Mihaela C. Ion
WK4508	Pontastacus leptodactylus	47.59354	8.93442	low	1987	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Krämer Augustin Country_CH	0	Mihaela C. Ion
WK4509	Pontastacus leptodactylus	47.63373	9.26827	low	1987	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Krämer Augustin Country_CH	0	Mihaela C. Ion
WK4510	Pontastacus leptodactylus	47.68167	9.07011	low	1987	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Krämer Augustin Country_DE	0	Mihaela C. Ion
WK4511	Pontastacus leptodactylus	46.20891	7.34147	low	1994	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Clalüna Martin Country_CH	0	Mihaela C. Ion
WK4512	Pontastacus leptodactylus	47.28759	7.86825	low	1994	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jean-Richard Peter & Judith Country_CH	0	Mihaela C. Ion
WK4513	Pontastacus leptodactylus	46.11843	7.08292	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4514	Pontastacus leptodactylus	46.25314	7.0172	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4515	Pontastacus leptodactylus	47.10336	8.52548	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4516	Pontastacus leptodactylus	47.14833	8.52639	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Muhmenthaler Marco Country_CH	0	Mihaela C. Ion
WK4517	Pontastacus leptodactylus	47.32821	8.53006	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4518	Pontastacus leptodactylus	47.33086	8.19935	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jean-Richard Peter & Judith Country_CH	0	Mihaela C. Ion
WK4519	Pontastacus leptodactylus	47.37185	8.66336	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Züger Marcel Country_CH	0	Mihaela C. Ion
WK4520	Pontastacus leptodactylus	47.58428	9.5325	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Fischereiforschungsstelle des Landes Baden-Württemberg Country_DE	0	Mihaela C. Ion
WK4521	Pontastacus leptodactylus	47.68071	9.13668	low	1995	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Fischereiforschungsstelle des Landes Baden-Württemberg Country_DE	0	Mihaela C. Ion
WK4522	Pontastacus leptodactylus	46.11843	7.08292	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4523	Pontastacus leptodactylus	46.20816	7.01755	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4524	Pontastacus leptodactylus	46.20891	7.34147	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4525	Pontastacus leptodactylus	46.25314	7.0172	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4526	Pontastacus leptodactylus	46.29887	7.53598	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4527	Pontastacus leptodactylus	46.38718	6.82116	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4528	Pontastacus leptodactylus	47.10204	8.6572	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4529	Pontastacus leptodactylus	47.10272	8.59134	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vorburger Christoph Country_CH	0	Mihaela C. Ion
WK4530	Pontastacus leptodactylus	47.10336	8.52548	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Gottschalk Gabi Country_CH	0	Mihaela C. Ion
WK4531	Pontastacus leptodactylus	47.27964	8.85953	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_UNI_ZH Country_CH	0	Mihaela C. Ion
WK4532	Pontastacus leptodactylus	47.28259	8.59522	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vorburger Christoph Country_CH	0	Mihaela C. Ion
WK4533	Pontastacus leptodactylus	47.28589	8.19871	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Ruch Markus Country_CH	0	Mihaela C. Ion
WK4534	Pontastacus leptodactylus	47.32756	8.5962	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4535	Pontastacus leptodactylus	47.32821	8.53006	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vorburger Christoph Country_CH	0	Mihaela C. Ion
WK4536	Pontastacus leptodactylus	47.32881	8.46392	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4537	Pontastacus leptodactylus	47.37317	8.53098	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4538	Pontastacus leptodactylus	47.41875	8.46565	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4539	Pontastacus leptodactylus	47.44695	9.65973	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4540	Pontastacus leptodactylus	47.49438	9.52896	low	1996	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4541	Pontastacus leptodactylus	47.10204	8.6572	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4542	Pontastacus leptodactylus	47.10272	8.59134	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4543	Pontastacus leptodactylus	47.14701	8.65822	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4544	Pontastacus leptodactylus	47.14769	8.59231	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4545	Pontastacus leptodactylus	47.28589	8.19871	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Schibler Stefan Country_CH	0	Mihaela C. Ion
WK4546	Pontastacus leptodactylus	47.32821	8.53006	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4547	Pontastacus leptodactylus	47.41875	8.46565	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4548	Pontastacus leptodactylus	47.49438	9.52896	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4549	Pontastacus leptodactylus	47.49556	9.46263	low	1997	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4550	Pontastacus leptodactylus	46.11843	7.08292	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4551	Pontastacus leptodactylus	46.3375	6.23723	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Laurent P.-J. Country_FR	0	Mihaela C. Ion
WK4552	Pontastacus leptodactylus	46.70292	7.8636	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Roth Hans Country_CH	0	Mihaela C. Ion
WK4553	Pontastacus leptodactylus	46.92284	8.58748	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Grebe Birgit Country_CH	0	Mihaela C. Ion
WK4554	Pontastacus leptodactylus	47.10272	8.59134	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4555	Pontastacus leptodactylus	47.10397	8.45962	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Füchslin Hanspeter Country_CH	0	Mihaela C. Ion
WK4556	Pontastacus leptodactylus	47.10845	7.53744	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Flück Markus Country_CH	0	Mihaela C. Ion
WK4557	Pontastacus leptodactylus	47.15343	7.53752	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Flück Markus Country_CH	0	Mihaela C. Ion
WK4558	Pontastacus leptodactylus	47.23384	8.92435	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4559	Pontastacus leptodactylus	47.33086	8.19935	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stucki Thomas Country_CH	0	Mihaela C. Ion
WK4560	Pontastacus leptodactylus	47.33165	8.06705	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jean-Richard Peter & Judith Country_CH	0	Mihaela C. Ion
WK4561	Pontastacus leptodactylus	47.37317	8.53098	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Maag Heinz Country_CH	0	Mihaela C. Ion
WK4562	Pontastacus leptodactylus	47.44695	9.65973	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4563	Pontastacus leptodactylus	47.46482	8.3339	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Acklin Rolf Country_CH	0	Mihaela C. Ion
WK4564	Pontastacus leptodactylus	47.4919	9.66161	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Kugler Michael Country_AT	0	Mihaela C. Ion
WK4565	Pontastacus leptodactylus	47.49438	9.52896	low	1998	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4566	Pontastacus leptodactylus	46.25314	7.0172	low	1999	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4567	Pontastacus leptodactylus	47.27964	8.85953	low	1999	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vogt Hans-Peter Country_CH	0	Mihaela C. Ion
