occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WC0862	Pontastacus leptodactylus	44.7690680994624	21.5383140159394	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0863	Pontastacus leptodactylus	43.9984775454658	22.9338428725032	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0864	Pontastacus leptodactylus	45.8061111114504	23.9394444432819	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0865	Pontastacus leptodactylus	45.0116666500508	23.2599999887572	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0866	Pontastacus leptodactylus	46.963333324978	23.7486111080895	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0867	Pontastacus leptodactylus	46.9974999954248	24.0133333269031	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0868	Pontastacus leptodactylus	46.5391666654707	24.1027777784457	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0869	Pontastacus leptodactylus	44.481388771327	28.4950002402605	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0870	Pontastacus leptodactylus	44.5538887923433	28.6005558255067	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0871	Pontastacus leptodactylus	45.546388913872	27.6908333808715	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0872	Pontastacus leptodactylus	46.3327778005862	27.5599999679965	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0873	Pontastacus leptodactylus	46.4141666844968	27.5136110745223	high	2019	indigenous	native	10.1007/s10530-019-02136-0		Pacioglu, O., Theissinger, K., Alexa, A., Samoilă, C., Sîrbu, O. I., Schrimpf, A., ... & Pârvulescu, L. (2020). Multifaceted implications of the competition between native and invasive crayfish: a glimmer of hope for the native’s long-term survival. Biological Invasions, 22(2), 827-842.				0	Mihaela C. Ion
WC0874	Pontastacus leptodactylus	47.2880000002597	29.1389999997736	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0875	Pontastacus leptodactylus	45.0790000001845	29.5299999997721	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0876	Pontastacus leptodactylus	45.309999999695	29.6699999996728	high	2012	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0877	Pontastacus leptodactylus	44.8170000001777	21.3330000000637	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0878	Pontastacus leptodactylus	41.6541904732269	26.4622980989956	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0879	Pontastacus leptodactylus	41.3789880116186	26.6239187080353	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0880	Pontastacus leptodactylus	41.3358455625735	26.5076639182606	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0881	Pontastacus leptodactylus	41.25631952898	26.330277854425	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0882	Pontastacus leptodactylus	41.1863843664623	26.322653955915	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0883	Pontastacus leptodactylus	40.7471629322727	26.0652476221651	high	2017	indigenous	native	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0884	Pontastacus leptodactylus	41.0810149914405	24.7705811340867	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0885	Pontastacus leptodactylus	40.8110845731888	21.9293700788964	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0886	Pontastacus leptodactylus	40.602179542173	21.5695418321576	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0887	Pontastacus leptodactylus	40.2097365243255	21.9424524438051	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0888	Pontastacus leptodactylus	39.7532938194039	22.419964715207	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0889	Pontastacus leptodactylus	39.6834468209878	22.4384842312891	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0890	Pontastacus leptodactylus	39.6701127144376	20.8864293317491	high	2017	non-indigenous	introduced	10.1051/kmae/2017042		Perdikaris, C., Konstantinidis, E., Georgiadis, C., & Kouba, A. (2017). Freshwater crayfish distribution update and maps for Greece: combining literature and citizen-science data. Knowledge & Management of Aquatic Ecosystems, (418), 51.				0	Mihaela C. Ion
WC0891	Pontastacus leptodactylus	37.9000000002513	30.8999999998908	high	2009	indigenous	native	10.1111/fwb.12315		Svoboda, J., Strand, D. A., Vrålstad, T., Grandjean, F., Edsman, L., Kozák, P., ... & Petrusek, A. (2014). The crayfish plague pathogen can infect freshwater‐inhabiting crabs. Freshwater Biology, 59(5), 918-929.				0	Mihaela C. Ion
WC0892	Pontastacus leptodactylus	49.5380000000358	31.9060000004475	high	2018	indigenous	native	10.5869/fc.2020.v25-1.077		Ungureanu, E., Mojžišová, M., Tangerman, M., Ion, M. C., Pârvulescu, L., & Petrusek, A. (2020). The spatial distribution of Aphanomyces astaci genotypes across Europe: Introducing the first data from Ukraine. Freshwater Crayfish, 25(1).				0	Mihaela C. Ion
WC0893	Pontastacus leptodactylus	50.3989999998718	30.6039999996645	high	2018	indigenous	native	10.5869/fc.2020.v25-1.077		Ungureanu, E., Mojžišová, M., Tangerman, M., Ion, M. C., Pârvulescu, L., & Petrusek, A. (2020). The spatial distribution of Aphanomyces astaci genotypes across Europe: Introducing the first data from Ukraine. Freshwater Crayfish, 25(1).				0	Mihaela C. Ion
WC0894	Pontastacus leptodactylus	45.4203000000417	15.5845999998486	high	2013	indigenous	native	10.3354/dao02955		Maguire, I., Jelic, M., Klobučar, G., Delpy, M., Delaunay, C. and Grandjean, F. 2016. Prevalence of the pathogen Aphanomyces astaci in freshwater crayfish populations in Croatia. Diseases of Aquatic Organisms. 118(1), 45-53(1), 45-53.				0	Mihaela C. Ion
WC0895	Pontastacus leptodactylus	45.7012999997348	16.1438000002834	high	2013	indigenous	native	10.3354/dao02955		Maguire, I., Jelic, M., Klobučar, G., Delpy, M., Delaunay, C. and Grandjean, F. 2016. Prevalence of the pathogen Aphanomyces astaci in freshwater crayfish populations in Croatia. Diseases of Aquatic Organisms. 118(1), 45-53(1), 45-53.				0	Mihaela C. Ion
WC0896	Pontastacus leptodactylus	47.2880000002597	29.1389999997736	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0897	Pontastacus leptodactylus	45.0790000001845	29.5299999997721	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0898	Pontastacus leptodactylus	45.309999999695	29.6699999996728	high	2012	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0899	Pontastacus leptodactylus	44.8170000001777	21.3330000000637	high	2015	indigenous	native	10.1016/j.jip.2018.05.006		Panteleit, J., Keller, N. S., Diéguez-Uribeondo, J., Makkonen, J., Martín-Torrijos, L., Patrulea, V., ... & Pârvulescu, L. (2018). Hidden sites in the distribution of the crayfish plague pathogen Aphanomyces astaci in Eastern Europe: Relicts of genetic groups from older outbreaks?. Journal of invertebrate pathology, 157, 117-124.				0	Mihaela C. Ion
WC0900	Pontastacus leptodactylus	37.9000000002513	30.8999999998908	high	2009	indigenous	native	10.1111/fwb.12315		Svoboda, J., Strand, D. A., Vrålstad, T., Grandjean, F., Edsman, L., Kozák, P., ... & Petrusek, A. (2014). The crayfish plague pathogen can infect freshwater‐inhabiting crabs. Freshwater Biology, 59(5), 918-929.				0	Mihaela C. Ion
WC0901	Pontastacus leptodactylus	40.7170000000807	29.8669999997961	high	2011	indigenous	native	10.1051/kmae/2018001		Kokko, H., Harlioglu, M. M., Aydin, H., Makkonen, J., Gökmen, G., Aksu, Ö., & Jussila, J. (2018). Observations of crayfish plague infections in commercially important narrow-clawed crayfish populations in Turkey. Knowledge & Management of Aquatic Ecosystems, (419), 10.				0	Mihaela C. Ion
